Bx(nT),By(nT),Bz(nT),Sampling frequency (Hz)
8798.3,2686.65,57734.38,
8795.7,2683.24,57731.07,
8799.65,2688.14,57735.71,
8798.01,2686.17,57733.92,
8798.58,2687.76,57735.5,
8799.8,2689.23,57736.8,
8797.09,2684.89,57732.58,
8801.79,2692.09,57739.77,
8802.07,2689.33,57736.34,
8799.99,2688.81,57736.34,
8798.96,2686.74,57734.15,
8794.96,2681.54,57729.48,
8799.08,2687.95,57735.47,
8797.36,2687.03,57734.91,
8799.6,2687.62,57735.02,
8801.81,2689.21,57736.4,
8792.75,2681.56,57730.08,
8796,2685.02,57733.02,
8797.35,2685.9,57733.78,
8799.21,2686.5,57733.81,
8797.86,2685.98,57733.8,
8796.52,2683.87,57731.71,
8799.89,2688.48,57736.09,
8799.51,2687.38,57734.8,
8798.74,2686.2,57733.88,
8799.83,2688.49,57735.93,
8796.73,2685.99,57733.92,
8798.62,2688.32,57736,
8800.29,2691.24,57739,
8797.2,2686.46,57734.21,
8801.43,2690.59,57737.87,
8799.82,2687.76,57734.91,
8803.94,2692.01,57738.84,
8798.67,2687,57734.34,
8799.29,2687.35,57734.61,
8801.23,2688.81,57735.7,
8794.08,2681.64,57729.5,
8795.24,2684.6,57732.72,
8799.5,2689.83,57737.53,
8799.47,2687.54,57734.71,
8803.5,2692.06,57738.85,
8803.16,2691.13,57737.79,
8799.67,2687.41,57734.54,
8794.86,2681.38,57728.83,
8799.76,2688.14,57735.32,
8796.64,2686.06,57733.57,
8795.08,2682.9,57730.54,
8797.22,2684.92,57732.19,
8795.09,2684.22,57731.91,
8796.59,2684.38,57731.91,
8798.35,2687.16,57734.45,
8796.39,2683.5,57730.95,
8797.72,2685.86,57733.23,
8798.1,2686.78,57734.12,
8795.1,2683.38,57731.07,
8795.97,2682.75,57730.19,
8796.33,2685.06,57732.9,
8799.56,2688.68,57736.05,
8796.01,2684.89,57732.61,
8797.2,2687.72,57735.75,
8797.51,2686.69,57734.53,
8800.58,2687.71,57734.79,
8798.65,2686.93,57734.37,
8798.49,2689.01,57736.95,
8798.84,2687.17,57734.59,
8797.64,2686.76,57734.59,
8800.08,2687.79,57734.87,
8798.5,2685.63,57733.16,
8796.41,2683.48,57730.96,
8796.35,2684.53,57732.05,
8794.92,2683.66,57731.71,
8799.61,2690.65,57738.45,
8799.98,2688.24,57735.3,
8797.59,2687.18,57734.8,
8795.78,2684.39,57732.17,
8794.89,2682.65,57730.38,
8798.46,2686.39,57733.68,
8795.15,2683.78,57731.47,
8793.85,2682.39,57730.32,
8797.71,2686.47,57734.11,
8799.16,2688.41,57735.8,
8800.06,2689.1,57736.57,
8796.21,2685.93,57733.55,
8795.85,2685.46,57733.36,
8792.4,2679.71,57727.7,
8798.69,2687.33,57735.03,
8797.63,2685.61,57733.15,
8796.52,2684.61,57732.46,
8796.83,2685.02,57732.78,
8800.12,2687.88,57735.17,
8795.95,2686.28,57734.59,
8797.93,2687.66,57735.68,
8796.37,2685.01,57732.95,
8795.97,2685.45,57733.68,
8792.42,2681.08,57729.45,
8794.72,2683.88,57732.4,
8792.3,2679.62,57728.11,
8794.65,2683.06,57731.61,
8793.61,2682.08,57731.02,
8795.74,2684.62,57733.22,
8793.29,2681.87,57730.88,
8796.51,2686,57734.85,
8798.51,2687.28,57735.86,
8796.53,2685.98,57734.79,
8793.76,2683.24,57732.44,
8795.96,2684.59,57733.38,
8798.39,2686.79,57735.39,
8794,2681.78,57730.79,
8800.21,2689.42,57738.08,
8796.8,2685.64,57734.33,
8797.92,2687.82,57736.75,
8795.78,2684,57732.82,
8795.13,2683.49,57732.54,
8794.54,2682.34,57731.32,
8798.7,2687.18,57735.91,
8795.13,2685.71,57735.06,
8790.37,2678.87,57728.63,
8801.96,2691.92,57740.87,
8797.9,2687.1,57736.09,
8797.8,2686.78,57735.88,
8796.3,2684.85,57733.99,
8795.13,2684.1,57733.59,
8792.58,2681.15,57730.83,
8794.58,2683.73,57733.17,
8796.9,2687.31,57736.82,
8797.78,2688.23,57737.57,
8797.51,2686.78,57735.98,
8790.48,2678.02,57728,
8795.15,2683.73,57733.54,
8794.95,2684.8,57734.73,
8797.96,2687.65,57737.34,
8795.34,2684.05,57733.74,
8794.26,2682.4,57732.47,
8794.61,2683.27,57733.29,
8791.8,2680.7,57731.1,
8796.77,2685.17,57735.29,
8799.51,2688.5,57738.4,
8792.87,2682.8,57733.74,
8797.38,2686.49,57736.78,
8793.84,2680.59,57731.01,
8794.39,2682.44,57733.29,
8797.27,2685.43,57736.01,
8796.36,2685,57735.84,
8793.91,2682.08,57733.15,
8792.35,2679.68,57730.96,
8798.61,2686.93,57737.66,
8798.47,2687.06,57737.76,
8798.36,2686.24,57737.01,
8793.18,2680.62,57731.99,
8793.52,2681.08,57732.58,
8795.25,2682.99,57734.27,
8796.84,2685.26,57736.43,
8794.9,2683.2,57734.8,
8798.35,2687.91,57739.03,
8794.16,2682.09,57733.71,
8798.14,2686.48,57737.71,
8796.81,2684.35,57735.46,
8798.24,2686.14,57737.21,
8799.97,2690.11,57741.32,
8795.07,2681.61,57732.79,
8793.21,2679.31,57730.82,
8796.62,2685.68,57737.34,
8791.95,2678.94,57730.83,
8790.56,2678.18,57730.36,
8792.48,2679.5,57731.28,
8794.03,2681.76,57733.52,
8799.39,2686.59,57737.7,
8797.33,2685.02,57736.3,
8796.91,2685.67,57736.93,
8793.27,2681.98,57733.47,
8793.94,2681.81,57733.57,
8795.69,2682.77,57734.12,
8794.86,2681.52,57732.88,
8798.3,2685.5,57736.66,
8793.23,2682.41,57734.23,
8796.16,2683.95,57735.43,
8796.97,2684.99,57736.39,
8797.73,2684.72,57735.77,
8792.15,2679.67,57731.53,
8790.5,2677.38,57729.31,
8792.87,2680.33,57732.16,
8796.83,2684.41,57735.8,
8793.63,2681.84,57733.63,
8799.75,2688.28,57739.46,
8796.66,2684.71,57736.05,
8796.52,2685.35,57736.74,
8789.81,2675.83,57727.63,
8798.51,2687.46,57738.69,
8796.04,2683.82,57735.01,
8793.3,2680.42,57732.07,
8795.35,2683.79,57735.36,
8798.15,2686.17,57737.1,
8796.16,2684.62,57735.92,
8797.42,2685.18,57736.34,
8804.01,2694.05,57744.62,
8792.6,2680.58,57732.21,
8793.51,2683.21,57735.02,
8790.19,2676.07,57727.74,
8796.87,2685.68,57737.27,
8797.77,2686.23,57737.5,
8794.92,2683.79,57735.48,
8794.03,2682.73,57734.51,
8796.44,2685.44,57737.25,
8797.93,2686.86,57738.31,
8791.49,2679.25,57731.46,
8790.62,2678.04,57730.26,
8794.94,2683.48,57735.41,
8796.31,2686.88,57739.04,
8793.7,2683.69,57736.08,
8797.65,2687.74,57739.49,
8793.5,2680.94,57732.82,
8792.3,2679.32,57731.43,
8791.58,2681.33,57733.9,
8799.83,2688.46,57739.95,
8797.54,2685.97,57737.7,
8800.33,2688.93,57740.33,
8795.28,2682.75,57734.55,
8794.23,2681.87,57734,
8796.38,2686.34,57738.47,
8796.85,2684.93,57736.88,
8798.26,2687.79,57739.61,
8795.49,2684.39,57736.58,
8796.14,2684.8,57736.91,
8795.29,2683.94,57736.13,
8794.31,2683.53,57735.93,
8799.16,2688.58,57740.5,
8796.57,2684.51,57736.51,
8790.41,2677.92,57730.42,
8787.88,2675.1,57728.15,
8796.32,2684.47,57736.68,
8795.08,2684.3,57736.76,
8796.8,2685.73,57737.96,
8794.65,2685.22,57738.16,
8796.1,2685.27,57737.42,
8796.02,2683.26,57735.55,
8797.37,2686.74,57739.14,
8791.29,2680.05,57733.01,
8792.82,2680.9,57733.64,
8789.73,2678.16,57731.39,
8795.09,2682.52,57734.93,
8792.39,2682.62,57735.88,
8796.92,2686.18,57738.62,
8795.98,2685.98,57738.68,
8797.52,2685.97,57738.47,
8794.23,2683.86,57736.76,
8797.23,2687.3,57739.74,
8792.92,2681.25,57734.03,
8792,2681.3,57734.4,
8798.96,2689.49,57741.88,
8799.34,2688,57740,
8790.84,2680.44,57733.8,
8792.56,2681.62,57734.55,
8795.79,2686.23,57739.05,
8795.65,2685.47,57738.06,
8790.48,2677.97,57730.96,
8794.31,2684.45,57737.42,
8790.92,2679.4,57732.52,
8795.02,2683.98,57736.77,
8792.58,2682.63,57735.77,
8793.52,2683.45,57736.4,
8793.84,2684.97,57738.01,
8794.92,2684.31,57737.12,
8796.55,2685.73,57738.14,
8791.96,2681.52,57734.59,
8792.73,2683.37,57736.65,
8792.24,2682.39,57735.58,
8795.25,2685.04,57737.86,
8795.85,2687.13,57739.94,
8789.16,2679.01,57732.39,
8793.78,2683.72,57736.66,
8790.99,2682.99,57736.36,
8793.15,2684.09,57737.21,
8795.66,2687.06,57739.76,
8791.18,2680.24,57733.09,
8794.18,2684.47,57737.14,
8792.82,2682.91,57735.66,
8787.47,2678.71,57732.18,
8789.5,2680.41,57733.59,
8790.57,2680.11,57733.13,
8795.08,2686.05,57738.64,
8792.44,2682.34,57735.01,
8796.28,2687.11,57739.43,
8790.11,2681.28,57734.44,
8796.09,2688.08,57740.75,
8796.54,2687.93,57740.17,
8792.01,2683.54,57736.55,
8795.17,2688.06,57740.77,
8789.17,2680.69,57733.99,
8790.61,2681.56,57734.73,
8793.62,2685.77,57738.55,
8790.36,2682.87,57736.08,
8792.68,2684.41,57737.2,
8793.79,2684.69,57737.33,
8787.59,2679.48,57732.96,
8789.1,2681.4,57734.57,
8788.47,2679.63,57732.98,
8790.75,2681.73,57734.49,
8786.89,2677.04,57730.33,
8794.41,2687.34,57740.17,
8796.71,2689.44,57741.95,
8790.22,2682.35,57735.41,
8794.88,2687.83,57740.62,
8797.93,2690.3,57742.55,
8791.27,2682.96,57735.73,
8791.31,2683.11,57735.82,
8788.14,2678.57,57731.66,
8794.2,2686.83,57739.37,
8794.29,2686.04,57738.61,
8789.89,2681.82,57735.04,
8792.7,2684.69,57737.54,
8793.22,2685.84,57738.79,
8792.97,2685.59,57738.59,
8788.5,2681.99,57735.8,
8793.41,2685.94,57738.95,
8794.47,2687.19,57740.07,
8792.97,2685.24,57738.24,
8786.4,2677.66,57731.45,
8792.53,2683.92,57737.02,
8791.65,2683.5,57736.86,
8791.54,2684.72,57738.33,
8793.75,2685.85,57739.11,
8792.35,2685.39,57738.76,
8790.84,2682.16,57735.58,
8790.44,2682.37,57736.04,
8794.17,2686.8,57740.13,
8791.46,2681.9,57735.3,
8789.3,2681.02,57734.96,
8794.21,2687.17,57740.6,
8789.4,2679.86,57733.52,
8793.49,2685.26,57738.51,
8787.14,2678.64,57732.48,
8789.06,2681.05,57734.95,
8791.06,2683.17,57736.65,
8790.87,2682.32,57735.7,
8794.04,2686.08,57739.27,
8792.42,2684.96,57738.17,
8794.37,2687.63,57740.72,
8790.88,2682.77,57735.96,
8790.91,2682.39,57735.48,
8789.33,2680.34,57733.67,
8790.72,2683.28,57736.65,
8792.67,2686.31,57739.56,
8792.36,2684.02,57736.9,
8791.59,2682.64,57735.68,
8791.1,2683.94,57737.07,
8789.17,2682.02,57735.43,
8793.74,2686.94,57739.66,
8795.03,2689.21,57742.01,
8795.23,2690.07,57742.74,
8795.24,2688.8,57741.2,
8791.56,2684.34,57737.01,
8789.89,2682.07,57735.05,
8791.16,2684.2,57736.92,
8788.56,2681.35,57734.22,
8790.52,2684.58,57737.25,
8784.36,2677.1,57730.27,
8788.21,2681.8,57734.81,
8789.75,2682.85,57735.54,
8798.8,2693.55,57745.34,
8789.79,2683.38,57735.86,
8790.7,2684.13,57736.52,
8788.25,2681.48,57734.06,
8793.09,2687.88,57740.17,
8792.03,2686.77,57739.02,
8788.11,2681.14,57733.67,
8791.82,2686.19,57738.31,
8789.44,2683.66,57735.65,
8792.66,2684.53,57736.11,
8786.7,2680.14,57732.55,
8791.96,2686.36,57738.05,
8785.13,2678.54,57730.93,
8787.81,2682.73,57734.83,
8792.16,2687.7,57739.34,
8790.8,2685.24,57736.86,
8794.02,2689.35,57740.49,
8787.88,2683.52,57735.33,
8789.14,2683.85,57735.29,
8788.18,2682.14,57733.46,
8790.45,2683.77,57734.77,
8795.22,2690.91,57741.61,
8795.25,2690.82,57741.64,
8795.03,2689.72,57740.19,
8787.18,2682.39,57733.66,
8785.63,2679.54,57730.94,
8792.6,2688.64,57739.68,
8792.86,2689.86,57740.74,
8791.86,2688.66,57739.55,
8793.85,2690.33,57740.93,
8794.82,2690.04,57740.31,
8788.45,2682.94,57733.81,
8788.02,2682.81,57733.78,
8789.83,2685.93,57736.89,
8785.98,2679.5,57730.46,
8792.38,2686.89,57737.27,
8793.96,2688.61,57738.91,
8792.87,2687.35,57737.53,
8790.17,2685.89,57736.66,
8790.95,2686.44,57737.07,
8788.85,2685.01,57735.91,
8788.44,2683.05,57733.78,
8792.45,2687.26,57737.61,
8787.02,2682.57,57733.4,
8788.91,2683.12,57733.89,
8789.49,2684.94,57735.62,
8785.73,2679.34,57730.26,
8792.19,2687,57737.3,
8791.49,2686.46,57736.97,
8794.67,2690.95,57740.91,
8786,2680.75,57731.57,
8795.31,2691.49,57741.33,
8787.8,2682.4,57732.71,
8790.6,2686.42,57736.63,
8792.48,2687.75,57737.46,
8789.57,2684.95,57735.21,
8795.97,2693.26,57742.68,
8791.28,2686.39,57736.05,
8793.49,2690.06,57739.48,
8791.25,2687.47,57737.09,
8791.67,2688.37,57737.84,
8792.59,2689.22,57738.64,
8789.97,2686.09,57735.67,
8791.88,2687.88,57737.17,
8794.4,2691.38,57740.34,
8785.3,2680.78,57730.55,
8789.23,2686.28,57735.82,
8788.3,2685.74,57735.36,
8792.21,2689.07,57738.22,
8790.43,2686.78,57736,
8790.19,2687.61,57736.96,
8791.92,2687.85,57736.65,
8791,2685.23,57733.84,
8790.07,2686.42,57735.58,
8788.05,2683.97,57733.18,
8788.39,2685.11,57734.44,
8790.89,2689.64,57738.9,
8784.58,2680.95,57730.39,
8790,2686.59,57735.54,
8790.13,2686.67,57735.7,
8789.3,2686.86,57735.98,
8792.19,2689.44,57738.25,
8790.46,2685.78,57734.55,
8796.4,2692.98,57741.29,
8793.98,2691.81,57740.41,
8795.84,2694.4,57743.06,
8789.79,2685.72,57734.69,
8795.48,2693.29,57742.01,
8791.24,2687.27,57735.93,
8788.29,2684.35,57733.67,
8789.88,2685.32,57734.11,
8788.89,2685.12,57734.46,
8794.3,2692.22,57741.05,
8786.86,2683.12,57732.56,
8789.5,2686.03,57735.31,
8791.43,2687.65,57736.61,
8791.72,2687.5,57736.32,
8794.08,2689.55,57738.21,
8790.16,2686.29,57735.29,
8789.05,2684.16,57733.38,
8790.1,2686.93,57736.26,
8793.75,2690.47,57739.43,
8789.1,2684.79,57734.07,
8788.45,2685.13,57734.79,
8791.86,2689.26,57738.58,
8794.69,2692.78,57741.94,
8799.17,2697.03,57745.63,
8796.19,2692.66,57741.44,
8789.01,2685.31,57734.98,
8791.18,2688.06,57737.36,
8791.51,2689.14,57738.77,
8790.09,2685.11,57734.61,
8788.41,2683.33,57733.12,
8788.44,2685.79,57735.83,
8786.68,2682.15,57732.14,
8787.93,2682.56,57732.46,
8789.12,2683.37,57733.02,
8786.87,2681.01,57731.03,
8790.08,2685.44,57735.36,
8791.39,2686.05,57735.66,
8789.55,2684.54,57734.37,
8791.44,2688.58,57738.59,
8792.69,2686.79,57736.26,
8790.66,2684.78,57734.66,
8796.47,2693.48,57743,
8790.06,2684.81,57734.71,
8789.86,2684.25,57734.14,
8787.35,2680.04,57730.15,
8795.01,2689.25,57739.06,
8794.98,2690.68,57740.5,
8788.89,2683.4,57733.79,
8796.01,2690.98,57740.61,
8793.35,2689.43,57739.37,
8790.26,2685.44,57735.56,
8790.28,2685,57735.28,
8790.78,2684.4,57734.58,
8794.38,2690.8,57740.71,
8790.41,2685.01,57735.21,
8790.52,2685.51,57735.8,
8793.51,2688.79,57738.74,
8790.87,2685.93,57736.21,
8790.53,2685.56,57736.05,
8792.72,2688.12,57738.2,
8790.47,2684.22,57734.33,
8793.94,2688.86,57738.72,
8791.02,2686.77,57737.07,
8792.1,2687.26,57737.32,
8791.41,2687.04,57737.24,
8793.21,2687.8,57737.7,
8789.87,2684.94,57735.36,
8792.23,2687.28,57737.43,
8791.64,2686.36,57736.37,
8788.43,2682.34,57732.83,
8791.83,2687.09,57737.2,
8791.6,2686.52,57736.67,
8793.79,2689.71,57739.74,
8792.93,2687.76,57737.68,
8789.3,2684.41,57734.81,
8791.9,2687.79,57738.03,
8791.19,2686.13,57736.26,
8789.73,2685.24,57735.63,
8792.55,2688.28,57738.36,
8792.94,2687.74,57737.55,
8793.68,2689.7,57740.01,
8798.44,2696.44,57746.13,
8793.32,2690.32,57740.72,
8789.63,2684.05,57734.43,
8787.94,2683.37,57734.33,
8792.81,2688.03,57738.27,
8793.46,2689.88,57740.26,
8792.65,2689.09,57739.4,
8794.3,2691.45,57741.59,
8793.59,2689.95,57740.2,
8789.1,2682.83,57733.22,
8791.18,2685.87,57736.17,
8788.49,2683.89,57734.63,
8786.35,2680.46,57731.42,
8793.47,2689.71,57739.96,
8789.71,2683.75,57734.17,
8789.96,2685.05,57735.63,
8787.69,2683.81,57734.58,
8786.49,2680.5,57731.24,
8792.63,2687.96,57738.35,
8784.64,2680.65,57732.02,
8789.87,2684.48,57735.25,
8787.83,2682.31,57733.17,
8787.85,2682.39,57733.44,
8798.61,2694.77,57744.84,
8793.4,2688.53,57738.73,
8793.05,2688.67,57739.29,
8792.8,2685.94,57735.86,
8789.37,2682.75,57733.3,
8797.41,2693.95,57743.89,
8789.88,2684.94,57735.51,
8790.17,2683.33,57733.55,
8789.74,2683.9,57734.37,
8785.83,2680.61,57731.61,
8791.49,2686.08,57736.19,
8790.05,2683.49,57733.77,
8790.54,2686.75,57737.46,
8789.26,2684.02,57734.69,
8789.01,2684,57734.51,
8788.12,2682.9,57733.57,
8793.18,2687.99,57738.09,
8789.3,2684.38,57734.91,
8787.78,2681.77,57732.45,
8790.52,2686.87,57737.44,
8796.49,2692.08,57742.07,
8790.92,2685.58,57735.9,
8789.62,2685.04,57735.43,
8789.71,2685.04,57735.59,
8790.91,2686.51,57736.94,
8790.77,2686,57736.36,
8786.86,2680.88,57731.48,
8790.46,2687.14,57737.75,
8786.98,2681.27,57731.68,
8786.43,2682.62,57733.45,
8787.69,2683.68,57734.32,
8789.64,2684.08,57734.29,
8791.2,2685.87,57736.1,
8789.86,2683.31,57733.24,
8794.01,2690.36,57740.37,
8792.79,2688.03,57737.7,
8787.1,2681.46,57731.82,
8789.33,2684.67,57735.12,
8788.99,2684,57734.24,
8791.26,2687.25,57737.73,
8794.7,2689.83,57739.55,
8789.05,2682.65,57732.87,
8789.48,2685.45,57736.01,
8794.25,2689.46,57739.51,
8790.99,2686.22,57736.71,
8796.53,2693.15,57743.21,
8795.61,2690.86,57740.79,
8795.1,2689.7,57739.59,
8794.11,2687.82,57737.69,
8791.66,2686.09,57736.42,
8787.38,2682.34,57733.08,
8793.37,2688.53,57738.71,
8790.34,2685.16,57735.54,
8790.65,2684.1,57734.2,
8795.49,2691.71,57742.05,
8794.32,2689.85,57739.7,
8788.63,2683.94,57734.67,
8791.66,2687.32,57737.88,
8790.5,2684.87,57735.31,
8789.01,2684.57,57735.23,
8789.15,2684.14,57734.55,
8787.54,2683.67,57734.45,
8783.67,2678.2,57729.31,
8795.01,2690.87,57740.93,
8791.3,2687.12,57737.44,
8791.25,2685.59,57735.64,
8791.46,2686.76,57736.87,
8787.51,2683.26,57734.09,
8791.11,2687.43,57737.92,
8790.36,2686.48,57737,
8792.97,2688.66,57738.99,
8792.21,2688.24,57738.31,
8785.63,2679.13,57729.72,
8787.44,2683.32,57734.17,
8789.7,2684.75,57735.18,
8792.83,2689.07,57739.3,
8793.36,2689.83,57740.16,
8792.68,2688.64,57738.7,
8791.84,2689.52,57739.78,
8794.02,2689.57,57739.51,
8788.57,2683.39,57733.73,
8787.81,2683.59,57734.36,
8793.49,2689.72,57739.86,
8792.68,2686.88,57736.66,
8787.5,2680.71,57730.99,
8791.43,2687.59,57737.9,
8790.45,2685.55,57735.77,
8793.4,2690.88,57741.02,
8793.41,2690.1,57740.13,
8794.95,2691.39,57741.22,
8787.83,2682.22,57732.44,
8788.86,2683.67,57734,
8790.84,2684.44,57734.35,
8793.45,2690.44,57740.52,
8792.95,2688.31,57738.14,
8793.73,2689.73,57739.45,
8792.7,2689.55,57739.66,
8791.93,2688.19,57738.1,
8785.53,2681.77,57732.5,
8788.92,2683.77,57733.8,
8787.38,2682.81,57733.2,
8789.4,2685.51,57735.66,
8789.81,2685.92,57736.04,
8795.62,2693.47,57743.35,
8794.27,2689.02,57738.29,
8795.22,2691.43,57741.06,
8788.67,2683.96,57734.11,
8790.7,2688.1,57738.16,
8794.15,2690.85,57740.38,
8794.16,2691.74,57741.52,
8793,2689.35,57739.02,
8791.92,2688.46,57738.37,
8792.68,2689.93,57739.7,
8793.13,2689.26,57738.84,
8793.34,2691.65,57741.32,
8795.68,2692.85,57742.07,
8792.1,2686.56,57735.96,
8792.61,2689,57738.65,
8786.29,2682.99,57733.35,
8792.81,2688.57,57738.32,
8793.26,2689.49,57738.87,
8795.69,2693.26,57742.7,
8796.16,2694.21,57743.38,
8788.82,2684.25,57734.25,
8785.09,2681,57731.29,
8787.98,2683.35,57733.39,
8790.69,2686.34,57736.25,
8792.42,2689,57738.87,
8790.66,2687.75,57737.68,
8791.16,2685.7,57735.22,
8796.84,2693.9,57743.31,
8789.43,2684.91,57734.8,
8789.85,2684.04,57733.68,
8787.19,2682.06,57732.06,
8787.92,2683.59,57733.68,
8788.61,2685.08,57735.12,
8782.06,2678.58,57729.52,
8788.31,2685.27,57735.35,
8788.67,2685.01,57735.08,
8790.43,2688.47,57738.58,
8789.42,2686.47,57736.45,
8789.53,2684.88,57734.58,
8786.53,2682.34,57732.64,
8786.56,2681.01,57731.1,
8787.1,2683.97,57734.3,
8789.76,2685.66,57735.39,
8788.55,2684.14,57734.07,
8791.32,2689.67,57739.59,
8786.49,2682.66,57732.87,
8792.57,2690.28,57740.18,
8794.14,2691.38,57740.93,
8787.22,2685.14,57735.52,
8790.07,2687.52,57737.46,
8789.38,2686.24,57736.48,
8790.83,2687.63,57737.58,
8788.01,2683.54,57733.71,
8790.38,2686.57,57736.48,
8791.04,2687.17,57736.99,
8785.12,2681.49,57731.88,
8792.91,2690.25,57739.68,
8792.16,2689.23,57739,
8790.31,2687.53,57737.34,
8792.87,2690.49,57740.05,
8789.42,2685.94,57735.58,
8788,2684.76,57734.8,
8787.11,2683.29,57733.55,
8789.37,2686.3,57736.19,
8792.68,2690.72,57740.54,
8788.32,2685.57,57735.57,
8789.57,2686.43,57736.18,
8786.65,2682.52,57732.29,
8786.07,2682.83,57732.91,
8794.03,2692.09,57741.42,
8791.05,2689.51,57739.09,
8792.26,2690.1,57739.48,
8791.6,2688.54,57737.77,
8790.8,2687.82,57737.3,
8792.76,2690.82,57739.97,
8788.3,2686.08,57735.71,
8787.59,2684.41,57734.01,
8791.46,2689.64,57738.88,
8787.25,2683.8,57733.28,
8793.35,2691.03,57740.09,
8792.73,2690.63,57739.71,
8789.51,2687.43,57736.94,
8794.47,2693.14,57742.07,
8786.26,2683.8,57733.33,
8787.13,2684.64,57734.09,
8791.54,2688.3,57737.26,
8795.06,2691.09,57739.31,
8791.09,2687.87,57736.78,
8796.62,2693.88,57742.24,
8790.79,2687.57,57736.21,
8788.84,2685.52,57734.57,
8787.5,2684.84,57734.25,
8787.83,2686.16,57735.49,
8796.39,2693.68,57742.15,
8793.13,2689.78,57738.21,
8789.96,2688.06,57737.09,
8795.24,2692.85,57741.21,
8781.78,2676.99,57726.34,
8790.66,2687.89,57736.87,
8795.82,2694.34,57742.8,
8790.03,2686.04,57734.59,
8791.22,2688.77,57737.34,
8795.18,2694.24,57742.76,
8789.9,2688.48,57737.4,
8794.92,2691.87,57740.03,
8786.73,2684.31,57733.52,
8795.54,2695.6,57744.23,
8788.97,2686.35,57735.04,
8786.46,2684.39,57733.57,
8787.74,2686.36,57735.5,
8792.79,2690.93,57739.38,
8794.37,2691.89,57740.17,
8789,2686.44,57735.19,
8788.94,2686.61,57735.29,
8791.46,2689.99,57738.59,
8793.39,2693.04,57741.63,
8789.42,2686.43,57734.77,
8789.54,2687.48,57736.19,
8790.38,2687.47,57735.89,
8790.67,2688.74,57737.28,
8789.96,2687.05,57735.3,
8794.35,2693.63,57741.92,
8790.54,2687.74,57735.78,
8789.98,2688.97,57737.64,
8790.66,2688.82,57737.13,
8794.06,2690.79,57738.49,
8788.01,2684.41,57732.83,
8790.31,2686.58,57734.66,
8789.88,2687.54,57735.74,
8788.78,2686.89,57735.28,
8793.51,2690.22,57737.79,
8789.56,2688.15,57736.63,
8791.76,2688.92,57736.91,
8791.12,2689.39,57737.55,
8790.1,2688.77,57737.06,
8791.8,2691.03,57739.3,
8786.67,2683.7,57731.87,
8788.84,2687.39,57735.93,
8790.98,2688.61,57736.48,
8795,2694.45,57742.26,
8791.8,2688.9,57736.54,
8789.34,2686.68,57734.68,
8788.67,2686.35,57734.42,
8785.8,2681.32,57729.31,
8784.38,2682.63,57731.25,
8787.7,2684.74,57733.01,
8786.69,2684.48,57732.84,
8787.44,2685.68,57734.23,
8786.58,2684.71,57733.04,
8789.05,2686.92,57735.09,
8796.17,2694.83,57742.26,
8791.88,2689.83,57737.61,
8793.86,2692.03,57739.66,
8788.54,2684.23,57732.05,
8787.8,2685.03,57733.31,
8793.45,2690.61,57738.3,
8794.84,2692.59,57740.05,
8794.89,2693.72,57741.31,
8788.73,2687.59,57735.94,
8787.67,2684,57732.21,
8790.79,2689.29,57737.46,
8787.49,2683.95,57732,
8785.2,2682.23,57731.11,
8791.39,2689.89,57737.87,
8788.2,2686.3,57734.71,
8788.6,2686.01,57734.19,
8789.92,2685.71,57733.71,
