Bx(nT),By(nT),Bz(nT),Sampling frequency (Hz)
8493.47,2649.92,57996.45,
8487.41,2642.62,57989.98,
8488.9,2646.86,57994.62,
8488.14,2645.16,57993.1,
8488.77,2647.28,57995.46,
8481.75,2638.09,57987.06,
8487.65,2646.93,57995.96,
8485.72,2643.96,57993.18,
8491.07,2649.74,57998.64,
8483.92,2641.91,57991.47,
8487.03,2644.11,57993.64,
8491.14,2649.89,57999.52,
8487.41,2644.67,57994.65,
8491.54,2649.66,57999.66,
8489.8,2649.4,57999.93,
8485.2,2642.63,57993.8,
8491.67,2650.41,58001.22,
8485.4,2646.24,57998.42,
8485.72,2644.24,57996.1,
8483.07,2641.52,57993.86,
8487.34,2647.26,58000.02,
8486.5,2644.75,57997.38,
8486.08,2645.29,57998.54,
8486.95,2647.42,58001.1,
8488.28,2648.42,58002.1,
8486.14,2644.63,57998.66,
8484.28,2642.84,57997.78,
8486.16,2644.61,57999.77,
8489.93,2649.53,58004.84,
8486.98,2646.05,58002.08,
8491.96,2651.51,58007.68,
8490.87,2648.97,58005.38,
8484.8,2643.93,58001.83,
8490.29,2647.7,58005.38,
8495.09,2653.92,58011.79,
8490.59,2649.61,58008.33,
8490.13,2647.41,58006.59,
8493.71,2652.89,58012.43,
8491.85,2650.45,58010.55,
8490.24,2648.71,58009.78,
8493.81,2652.19,58013.32,
8490.2,2646.91,58009.07,
8498.2,2655.15,58017.01,
8495.15,2653.8,58016.89,
8493.29,2651.51,58015.51,
8491.9,2648.53,58012.91,
8491.73,2646.03,58010.87,
8492.71,2649.27,58014.86,
8496.26,2651.53,58017.46,
8496.58,2650.78,58016.97,
8497.51,2652.1,58018.98,
8490.21,2643.63,58011.91,
8495.51,2649.1,58017.38,
8500.76,2653.84,58022.21,
8497.28,2651.83,58021.45,
8502.71,2657.24,58027.16,
8502.43,2656.97,58027.38,
8502.29,2656.03,58027.24,
8502.55,2655.92,58027.91,
8508.77,2661.91,58033.61,
8503.53,2656.32,58029.36,
8502.65,2652.86,58026.51,
8503.97,2653.16,58027.34,
8506.41,2656.3,58031.01,
8502.82,2651.33,58027.21,
8507.82,2655.79,58031.81,
8502.13,2649.42,58026.6,
8506.6,2652.59,58030.07,
8501.4,2646.91,58025.6,
8502.56,2646.88,58026.41,
8510.21,2655.01,58034.3,
8512.34,2657.15,58037.03,
8508.68,2652.9,58033.68,
8514.04,2656.85,58037.75,
8513.12,2657.04,58038.88,
8511.62,2652.98,58035.2,
8510.59,2651.63,58034.53,
8511.18,2651.58,58035.03,
8517.23,2657.17,58040.36,
8510.76,2649.43,58033.77,
8512.55,2652.92,58037.7,
8517.9,2657.46,58042.25,
8510.88,2648.67,58034.43,
8513.82,2650.65,58036.68,
8513.62,2650.12,58036.82,
8520.07,2656.26,58042.59,
8519.03,2654.41,58041.08,
8513.57,2647.49,58035.08,
8516.66,2652.88,58041.02,
8520.34,2655.77,58043.79,
8516.57,2649.8,58038.27,
8516.37,2648.04,58036.9,
8518.76,2652.27,58041.65,
8520.8,2655.04,58044.63,
8517.06,2649.43,58039.65,
8523.63,2656,58045.85,
8520.22,2651.73,58042.13,
8524.82,2655.75,58045.96,
8521.89,2650.88,58041.41,
8519.77,2649.46,58040.88,
8525.26,2656.01,58047.26,
8522.47,2651.73,58043.34,
8522.78,2652.39,58044.21,
8519.33,2645.54,58037.57,
8524.38,2653.92,58046.25,
8519.9,2649.71,58042.95,
8525.37,2653.01,58045.43,
8527.5,2655.05,58047.65,
8526.19,2654.53,58047.7,
8530.33,2656.54,58049.2,
8528.47,2656.11,58049.26,
8522.98,2647.95,58041.54,
8520.6,2645.38,58039.65,
8521.15,2647.09,58041.64,
8527.88,2654.39,58048.38,
8531.57,2658.69,58052.29,
8532.06,2658.5,58051.99,
8524.77,2650.35,58044.63,
8529.97,2656.35,58050.34,
8534.92,2661.03,58054.34,
8529.92,2654.15,58048.07,
8526.23,2650.59,58045.07,
8530.1,2653.82,58047.82,
8528.06,2650.54,58044.59,
8526.8,2650.96,58045.65,
8524.82,2646.33,58041,
8527.58,2648.33,58042.98,
8532,2654.15,58048.52,
8533.48,2655.94,58050.21,
8526.68,2647.39,58042.41,
8533.26,2653.39,58047.75,
8529.51,2649.74,58044.6,
8529.46,2650.56,58045.75,
8530.78,2650.11,58044.76,
8530.45,2648.34,58042.91,
8529.53,2646.43,58041.1,
8528.23,2644.93,58039.79,
8532.71,2651.9,58046.66,
8537.67,2656.22,58050.42,
8532.83,2651.01,58045.56,
8529.53,2645.83,58040.76,
8530.83,2647.29,58042.01,
8531.5,2646.54,58041.12,
8534.56,2651.79,58046.26,
8532.16,2647.8,58042.52,
8533.7,2649.24,58043.5,
8527.81,2642.1,58036.99,
8531.57,2645.55,58040.03,
8532.52,2646.39,58040.98,
8536.23,2652.92,58047.23,
8536.2,2649.62,58043.71,
8538.28,2652,58045.96,
8534.89,2647.63,58041.72,
8533.16,2646.08,58040.76,
8534.16,2645.62,58040.12,
8535.55,2648.62,58043.61,
8537.81,2648.9,58043.25,
8537.82,2647.78,58042.09,
8539.87,2651.76,58046.27,
8536.93,2644.85,58039.16,
8543.31,2652.61,58046.43,
8537.03,2645.56,58040.02,
8538.47,2648.36,58043.13,
8541.68,2652.01,58046.24,
8535.79,2644.38,58038.85,
8539.55,2646.48,58040.41,
8535.94,2645.6,58040.15,
8540.36,2647.77,58041.39,
8544.75,2652.04,58045.34,
8539.53,2646.11,58039.88,
8541.33,2647.25,58040.74,
8538.02,2644.2,58038.06,
8544.07,2650.22,58043.41,
8537.82,2641.84,58035.52,
8538.06,2643.46,58037.41,
8537.96,2643.05,58037.15,
8540.75,2644.37,58037.66,
8540.01,2642.68,58036.36,
8539.89,2642.09,58035.39,
8535.38,2638.21,58032.42,
8542.14,2647,58040.68,
8543.76,2646.51,58039.66,
8538.45,2640.69,58034.12,
8542.87,2646.01,58039.25,
8547.76,2651.97,58044.57,
8545.41,2646.92,58039.29,
8543.47,2645.33,58037.82,
8544.68,2644.59,58036.73,
8544.75,2645.63,58037.64,
8547.42,2648.52,58040.06,
8543.37,2644.78,58036.64,
8545.85,2646.97,58038.36,
8546.52,2647.25,58038.04,
8544.04,2644.51,58035.44,
8547.13,2648.4,58038.97,
8544.32,2644.52,58034.86,
8542.21,2642,58032.29,
8549.92,2650.73,58039.68,
8546.2,2645.52,58034.66,
8545.23,2645.9,58034.91,
8549.86,2650.99,58039.18,
8547.1,2647.73,58035.57,
8543.72,2643.45,58031.51,
8544.67,2644.12,58031.65,
8547.5,2648.66,58035.45,
8545.32,2644.4,58030.85,
8544.47,2643.51,58029.77,
8541.42,2639.72,58025.77,
8546.71,2644.74,58029.86,
8551.57,2652.07,58036.6,
8549.09,2648.2,58032.33,
8548.36,2646.32,58029.88,
8548.28,2649.01,58033.11,
8544.5,2644.35,58028.11,
8545.2,2644.56,58027.87,
8545.92,2645.5,58028.41,
8543.85,2643.68,58026.33,
8544.09,2643.37,58025.73,
8545.33,2642.95,58024.52,
8548.17,2645.5,58026.48,
8546.66,2645.63,58026.54,
8547.16,2644.6,58024.66,
8548.77,2648.3,58028.43,
8542.23,2639.38,58019.28,
8548.68,2647.89,58027,
8548.55,2647.19,58025.85,
8547.61,2646.02,58024.37,
8545.53,2642.93,58021.02,
8545.21,2643.56,58021.36,
8541.85,2640.05,58017.68,
8545.59,2643.42,58020.3,
8552.49,2651.66,58027.55,
8546.45,2645.12,58021.13,
8548.11,2646.74,58022.05,
8546.65,2644.64,58019.46,
8546.75,2645.48,58020,
8551.44,2651.09,58024.65,
8546.24,2645.39,58019.05,
8548.02,2648.02,58021.23,
8547.89,2646.59,58019.03,
8550.91,2649.84,58021.29,
8541.2,2639.34,58011.28,
8545.23,2644.19,58015.51,
8548.69,2647.78,58018.07,
8539.93,2639.39,58010.36,
8544.17,2643.23,58013.16,
8543.72,2642.06,58011.58,
8545.54,2645.12,58014.43,
8551.13,2650.5,58018.77,
8544.86,2642.28,58010.75,
8548.5,2649.34,58017.36,
8544.95,2642.96,58010.77,
8547.15,2645.94,58013.46,
8542.94,2641.74,58009.48,
8543.79,2641.58,58008.85,
8549.5,2648.67,58015.4,
8546.39,2643.86,58010.43,
8550.12,2649.56,58015.8,
8547.39,2646.12,58012.35,
8547.26,2645.6,58011.52,
8543.16,2641.37,58007.72,
8541.34,2638.4,58004.92,
8546.91,2644.57,58010.43,
8548.29,2645.83,58011.47,
8543.94,2640.98,58007.12,
8544.68,2640.95,58007.07,
8544.82,2641.9,58007.78,
8545.35,2642.78,58009.11,
8547.45,2643.8,58009.66,
8547.52,2644.32,58010.32,
8545.6,2642.18,58008.25,
8546.4,2642.72,58008.82,
8545.54,2641.33,58007.43,
8544.93,2640.33,58006.34,
8546.57,2641.57,58007.47,
8545.6,2641.3,58007.45,
8551.98,2648.56,58013.75,
8547.75,2643.23,58008.7,
8544.87,2639.23,58005.18,
8549.36,2644.67,58009.89,
8545.77,2639.99,58005.43,
8541.72,2636.38,58002.07,
8542.65,2635.83,58001.2,
8548.22,2640.24,58004.74,
8543.02,2638.18,58003.57,
8545.95,2641.16,58006.07,
8548.33,2642.35,58006.63,
8547.31,2642.06,58006.7,
8548.79,2644.08,58008.39,
8548.91,2642.66,58006.88,
8549.67,2644.68,58008.84,
8546.65,2640.96,58005.04,
8548.2,2644.86,58008.95,
8545.51,2640.57,58004.65,
8545.66,2640.94,58005.03,
8542.01,2634.76,57998.55,
8544.44,2637.59,58001.41,
8551.67,2648.16,58011.28,
8548.36,2644.23,58007.52,
8549.21,2644.58,58007.09,
8542.7,2636.92,58000.13,
8544.88,2640.1,58003.11,
8548.91,2642.31,58004.36,
8545.89,2639.87,58002.37,
8546.11,2639.18,58001.39,
8546.13,2639.59,58002.12,
8545.53,2639.11,58001.42,
8548.96,2642.06,58003.89,
8552.83,2647.68,58009.21,
8551.74,2644.55,58005.87,
8548.42,2641.42,58002.97,
8547.65,2639.97,58001.59,
8547,2638.62,58000.39,
8544.77,2636.24,57998.23,
8545.28,2637.09,57999.16,
8547.3,2638.12,57999.89,
8548.32,2641.37,58003.45,
8546.23,2638.07,58000.07,
8547.12,2636.79,57998.5,
8547.52,2635.46,57996.96,
8550.37,2639.91,58001.4,
8557.65,2647.32,58008.17,
8549.18,2639.46,58001.29,
8552.48,2640.53,58001.84,
8555.78,2644.18,58005.1,
8549.48,2636.87,57998.57,
8555.28,2643.89,58005.13,
8550.77,2638,57999.14,
8548.42,2634.39,57995.91,
8552.62,2638.82,58000.06,
8548.84,2634.45,57996.13,
8549.86,2637.49,57999.45,
8551.96,2638.18,58000.04,
8563.25,2650.77,58011.51,
8552.48,2637.51,57999.16,
8560.45,2646.67,58007.83,
8555.63,2639.76,58001.34,
8556.73,2641.45,58003.2,
8557.19,2641.67,58003.45,
8554.88,2636.44,57998.46,
8556.74,2638.56,58000.41,
8554.38,2635.6,57997.9,
8555.26,2635.87,57998.32,
8555.81,2637.22,57999.85,
8559.57,2640.7,58002.89,
8560,2639.47,58001.52,
8559.51,2639.26,58001.93,
8562.47,2640.47,58002.69,
8562.41,2640.26,58002.47,
8562.16,2638.97,58001.76,
8561.55,2638.9,58001.75,
8564.67,2641.62,58004.3,
8561.3,2636.23,57999.34,
8564.38,2638.83,58001.83,
8561.67,2634.45,57997.87,
8567.8,2640.9,58003.66,
8565.38,2636.55,57999.5,
8568.36,2639.54,58002.38,
8564.36,2634.95,57998.2,
8564.86,2636.82,58000.24,
8564.97,2634.59,57997.8,
8570.64,2639.87,58002.52,
8572.46,2641.98,58004.67,
8573.62,2642.28,58004.75,
8574.43,2640.83,58002.77,
8566.24,2631,57993.89,
8577.83,2645.13,58006.96,
8572.51,2638.75,58001.01,
8570.25,2634.78,57997.02,
8566.96,2630.42,57992.81,
8574.31,2637.58,57999.41,
8578.43,2641.73,58002.6,
8575.53,2636.39,57997.5,
8579.55,2641.03,58001.74,
8583.84,2646.11,58006.46,
8577.8,2638.53,57999.2,
8573.2,2632.4,57993.56,
8575.86,2634.75,57995.79,
8576.78,2635.23,57996.13,
8583.59,2641.91,58002.11,
8578.39,2635.56,57995.99,
8578.78,2635.01,57995.43,
8581.8,2637.09,57997.13,
8584.42,2640.55,58000.5,
8583.96,2638.13,57997.64,
8584.86,2638.2,57997.74,
8586.34,2639.7,57998.85,
8589.84,2642.75,58001.21,
8587.75,2639.61,57998.27,
8587.01,2637.94,57996.45,
8584.87,2633.5,57991.83,
8587.28,2637.66,57996.11,
8591.2,2641.49,57999.41,
8591.29,2640.66,57997.86,
8589.51,2638.34,57995.75,
8590.55,2638.48,57995.36,
8592.93,2640.85,57997.43,
8592.88,2641,57997.48,
8588.11,2636.27,57993.2,
8590.72,2637.28,57993.74,
8591.12,2636.26,57992.34,
8596.19,2642.48,57997.95,
8595.53,2641.32,57996.85,
8596.5,2641.64,57996.83,
8595.92,2640.84,57995.99,
8594.2,2636.78,57991.87,
8594.45,2637,57991.93,
8594.58,2636.92,57992.02,
8599.92,2642.19,57996.52,
8593.89,2635.84,57990.93,
8595.69,2634.33,57988.53,
8592.69,2632.29,57987.07,
8597.57,2635.58,57989.38,
8600.38,2639.74,57993.38,
8601.55,2640.09,57993.3,
8596.96,2635.24,57988.83,
8600.83,2640.36,57993.77,
8600.69,2639.56,57992.8,
8605.36,2643.38,57995.84,
8605.64,2643.2,57995.47,
8604.8,2641.38,57993.36,
8600.98,2636.73,57989.04,
8602.21,2637.05,57988.85,
8602.96,2637.74,57989.47,
8606.89,2640.58,57991.44,
8601.53,2635.18,57986.12,
8603.3,2635.4,57985.86,
8601.47,2633.33,57983.93,
8608.4,2639.65,57989.37,
8604.22,2635.68,57985.55,
8611.44,2641.62,57990.35,
8606.23,2636.27,57985.53,
8614.44,2646.43,57994.72,
8614.1,2644.64,57992.75,
8609.97,2638.66,57986.95,
8607.63,2636.25,57984.68,
8612.66,2642.25,57990.11,
8607.6,2637.49,57985.95,
8611.07,2639.6,57987.31,
8616.88,2648.44,57995.73,
8612.28,2640.68,57987.81,
8610.59,2638.47,57985.91,
8611.66,2639.7,57986.8,
8611.98,2640.65,57987.84,
8612.67,2639.15,57985.91,
8611.58,2640.51,57987.71,
8617.91,2645.45,57991.65,
8615.5,2641.7,57987.83,
8618.68,2646.54,57992.75,
8616.27,2642.74,57988.73,
8618.69,2646.45,57992.5,
8621.66,2649.11,57994.76,
8615.4,2639.43,57985.19,
8616.42,2642.11,57988.25,
8615.35,2642.37,57988.73,
8618.51,2645.62,57991.7,
8616.94,2643.43,57989.77,
8619.51,2646.69,57992.7,
8620.46,2646.31,57992.27,
8619.24,2644.01,57989.77,
8618.79,2643.11,57989.16,
8619.91,2645,57991.2,
8622.84,2646.39,57991.94,
8621.99,2644.98,57990.77,
8621.12,2646.06,57992.44,
8624.53,2648.57,57994.63,
8618.55,2640.63,57987.09,
8621.57,2642.65,57989.01,
8621.31,2644.5,57991.54,
8622.52,2644.59,57991.27,
8620.76,2643.31,57990.41,
8621.53,2642.19,57989.05,
8625.51,2647.98,57994.82,
8625.48,2647.28,57994.14,
8624.86,2646.29,57993.14,
8620.51,2640.79,57988.21,
8622.98,2643.12,57990.66,
8624.93,2645.81,57993.18,
8622.6,2643.46,57991.45,
8626.67,2648.08,57995.63,
8619.74,2639.79,57988.15,
8626.77,2649.08,57997.28,
8628.14,2649.74,57997.66,
8624.57,2645.22,57993.45,
8623.1,2644.03,57992.79,
8624.7,2644.83,57993.3,
8628.55,2649.39,57997.55,
8629.08,2650.41,57998.9,
8629.13,2649.62,57997.97,
8632.92,2655.5,58003.87,
8629.68,2649.19,57997.53,
8631.05,2651.7,58000.28,
8625.17,2645.15,57994.53,
8626.38,2644.73,57993.89,
8626.21,2646.13,57995.93,
8624.09,2643.09,57993.18,
8631.97,2651.54,58001.06,
8628.25,2647.54,57997.89,
8627.48,2645.81,57996.49,
8625.75,2644.68,57995.96,
8626.77,2645.26,57996.68,
8624.88,2641.43,57993.02,
8626.98,2645.07,57996.97,
8626.86,2643.78,57995.85,
8628.74,2646.24,57998.38,
8629.34,2647.67,58000.26,
8631.24,2649.18,58001.55,
8631.12,2647.47,57999.84,
8631.33,2648.38,58001.06,
8629.32,2645.65,57998.7,
8631.97,2650.35,58003.44,
8633.06,2651.69,58004.86,
8627.86,2643.35,57996.95,
8631.64,2647.5,58000.85,
8636.16,2651.72,58004.63,
8631.51,2646.38,57999.92,
8631.52,2647.55,58001.51,
8634.68,2650.64,58004.44,
8635.08,2651.59,58005.63,
8632.21,2646.91,58000.98,
8629.54,2645.97,58001.05,
8630.93,2644.55,57999.34,
8628.72,2643.27,57998.66,
8629.24,2645.1,58000.96,
8635.8,2652.57,58008.09,
8634.23,2651.19,58006.91,
8628.06,2643.92,58000.41,
8630.58,2649.38,58006.45,
8634.99,2653.34,58009.75,
8627.16,2644.16,58001.61,
8630.96,2646.66,58003.65,
8630.12,2646.28,58003.73,
8625.2,2642.12,58000.56,
8631.78,2650.08,58007.99,
8632.82,2650.58,58008.78,
8632.05,2649.99,58008.45,
8632.24,2650.77,58009.63,
8630.98,2649.49,58008.89,
8634.31,2653.77,58013.02,
8629.59,2647.63,58007.55,
8629.12,2647.82,58007.95,
8628.42,2646.96,58007.73,
8628.08,2647.54,58008.31,
8628.7,2647.96,58009.11,
8626.98,2645.99,58007.66,
8629.53,2650.35,58012.51,
8626.87,2646.84,58009.2,
8628.75,2649.93,58012.76,
8628.86,2651.22,58014.49,
8627.48,2648.15,58011.69,
8627.05,2649.37,58013.53,
8624.5,2645.9,58010.44,
8625.55,2647.68,58012.6,
8622.74,2644.16,58009.64,
8629.95,2652.27,58017.24,
8623.04,2645.2,58011.33,
8629.07,2653.73,58020.07,
8626.61,2650.01,58016.47,
8630.57,2655.57,58022.42,
8626.47,2651.1,58018.55,
8627.56,2653.43,58021.11,
8625.38,2649.65,58017.78,
8625.8,2652.37,58021.18,
8622.92,2649.79,58018.98,
8620.31,2647.63,58017.46,
8621.61,2650.11,58020.1,
8625.94,2652.68,58022.19,
8620.67,2647.27,58017.63,
8617.97,2646.8,58018.02,
8622.55,2652.79,58023.95,
8623.64,2651.69,58022.77,
8621.11,2650.21,58022.09,
8623.97,2654.63,58026.82,
8620.9,2650.78,58023.43,
8616.44,2647.08,58020.72,
8617.5,2648.02,58022.17,
8617.6,2647.6,58021.77,
8619.81,2648.81,58022.84,
8618.97,2649.47,58024.12,
8616.03,2646.08,58021.51,
8619.9,2651.09,58026.74,
8620.55,2651.88,58027.74,
8618.93,2648.65,58025,
8616.99,2648.39,58025.53,
8617.79,2648.79,58026.21,
8619.01,2649.35,58026.8,
8614.1,2645.96,58024.49,
8614.66,2645.16,58023.83,
8610.75,2642.08,58022.11,
8615.03,2647.21,58027.26,
8617.16,2650.14,58030.66,
8618.54,2653.73,58034.94,
8615.63,2648.05,58029.63,
8614.69,2648.44,58030.93,
8611.84,2644.79,58027.78,
8612.51,2646.09,58029.57,
8609.18,2641.94,58026.16,
8612.85,2646.94,58031.49,
8615.36,2648.95,58033.51,
8612.48,2645.89,58031.19,
8614,2648.78,58034.48,
8614.95,2649.62,58035.59,
8605.03,2637.17,58024.33,
8610.64,2645.61,58033.04,
8611.18,2646.44,58034.21,
8613.52,2648.76,58036.91,
8618.21,2653.55,58041.77,
8607.63,2640.89,58030.64,
8612.77,2648.27,58038.4,
8606.58,2642.15,58033.39,
8610,2646.3,58037.99,
8610.95,2647.29,58039.3,
8611.99,2647.03,58039.41,
8612.33,2647.53,58040.45,
8618.24,2655.2,58048.44,
8618.31,2653.41,58046.67,
8615.21,2648.82,58042.99,
8616.32,2651.91,58046.84,
8609.05,2644.12,58040.57,
8609.83,2644.71,58041.69,
8612.42,2647.1,58044.31,
8613.99,2648.43,58046.38,
8612.92,2648.37,58047.12,
8607.98,2641.02,58040.59,
8609.42,2643.51,58043.85,
8609.6,2644.11,58045.3,
8613.17,2646.79,58048.25,
8611.9,2645.57,58048.13,
8608.94,2641.43,58044.8,
8607.96,2639.87,58044.37,
8611.4,2644.31,58049.43,
8613.42,2646.03,58051.77,
8613.65,2645.44,58051.8,
8614.85,2646.9,58053.94,
8614.71,2646.03,58053.96,
8610.52,2639.34,58048.29,
8609.91,2639.24,58049.41,
8609.2,2639.12,58050.22,
8610.31,2638.08,58049.6,
8607.9,2636.35,58049.64,
8612.16,2641.22,58054.91,
8611.93,2640.71,58055.29,
8610.19,2637.12,58052.94,
8617.03,2645.27,58061.21,
8611,2635.33,58052.76,
8611.59,2636.39,58054.69,
8615.83,2639.14,58057.71,
8617.66,2639.63,58058.63,
8613.26,2635.33,58055.89,
8613.06,2636.64,58058.41,
8615.58,2636.85,58059.06,
8620.71,2642.43,58064.85,
8615.84,2636.73,58060.81,
8619.32,2640.91,58065.74,
8621.65,2641.18,58066.19,
8621.57,2642.43,58068.72,
8617.51,2635.34,58062.54,
8618.33,2635.79,58063.92,
8622.15,2639.86,58068.26,
8620.67,2637.21,58066.61,
8625.19,2641.03,58070.7,
8622.82,2637.78,58068.48,
8622.26,2635.44,58066.86,
8620.68,2634.51,58067.18,
8624.28,2638.14,58071.05,
8619.54,2631.41,58065.45,
8623.59,2633.9,58068.13,
8627.81,2639.24,58074.29,
8625.91,2635.24,58070.75,
8627.49,2636.48,58072.66,
8620.79,2627.7,58065.41,
8630.56,2638.99,58076.58,
8626.5,2631.78,58070.3,
8623.85,2629.13,58068.99,
8627.29,2632.35,58072.94,
8628.95,2634.47,58075.77,
8626.94,2630.07,58072.16,
8627.85,2630.88,58073.73,
8627.97,2629.12,58072.99,
8629.25,2629.37,58073.81,
8628.02,2628.98,58075,
8632.09,2633.1,58079.71,
8631.84,2629.75,58076.81,
8633.21,2631.95,58079.84,
8634.95,2632.91,58081.18,
8634.49,2629.97,58078.92,
8630.54,2624.49,58074.77,
8638.43,2633.6,58084.22,
8632.16,2624.88,58076.62,
8635.09,2628.58,58081.04,
8635.81,2628.23,58081.41,
8639.66,2631.54,58084.94,
8634.64,2625.24,58079.96,
8641.36,2630.66,58085.38,
8640.16,2629.52,58085.05,
8634.73,2622.56,58079.34,
8641.35,2627.66,58084.43,
8639.79,2624.76,58082.24,
8639.89,2624.17,58082.82,
8641.3,2624.05,58082.94,
8643.95,2627.73,58087.23,
8646,2628.55,58088.51,
8639.62,2620.32,58081.65,
8643.94,2624.04,58085.77,
8646.07,2625.46,58087.7,
8643.33,2622.08,58085.24,
8641.12,2619.09,58083.27,
8650.18,2627.85,58091.82,
8652.55,2628.61,58092.81,
8646.7,2619.74,58084.89,
8648.66,2622.8,58088.66,
8653.18,2626.61,58092.46,
8653.06,2624.62,58091.29,
8652.4,2621.98,58089.14,
8650.6,2620.38,58088.37,
8649.6,2618.74,58087.66,
8656.55,2625.14,58093.79,
8650.03,2616.36,58086.22,
8655.12,2622.89,58092.98,
8653.75,2619.52,58090.07,
8651.79,2616,58087.25,
8658.73,2623.13,58094.24,
8651.72,2613.19,58085.07,
8660.55,2621.5,58092.88,
8657.02,2617.19,58089.36,
8653.7,2612.78,58085.77,
8657.32,2615.42,58088.43,
8662.46,2620.83,58093.97,
8663.6,2621.08,58094.3,
8658.94,2614.63,58088.74,
8663.87,2619.37,58093.33,
8664.78,2618.98,58093.13,
8663.22,2617.56,58092.55,
8664.22,2619.08,58094.42,
8665.21,2617.32,58092.52,
8664.1,2613.69,58089.35,
8664.83,2615.08,58091.27,
8663.84,2612.72,58088.98,
8670.02,2618.71,58094.87,
8670.87,2618.24,58094.36,
8669.55,2617.36,58093.83,
8666.96,2611.57,58088.05,
8666.42,2611.78,58088.8,
8668.69,2612.28,58089.03,
8673.48,2617.87,58094.28,
8671.24,2614.85,58091.41,
8671.18,2614.6,58091.35,
8669.61,2611.98,58088.91,
8669.91,2610.67,58087.52,
8670.87,2612.68,58089.79,
8676.99,2619.13,58095.39,
8672.71,2613.34,58090.06,
8671.12,2609.38,58085.82,
8674.48,2613.34,58089.57,
8672.57,2610.52,58086.91,
8675.34,2614.11,58090.5,
8677.73,2616.88,58092.64,
8674.79,2611.33,58086.66,
8673.24,2609.56,58084.79,
8676.26,2612.87,58087.8,
8673.11,2610.8,58086.21,
8678.68,2614.13,58088.1,
8673.31,2610.81,58085.34,
8676.64,2611.81,58085.54,
8673.84,2609.51,58083.03,
8674.1,2610.3,58083.97,
8678.08,2615.61,58088.45,
8682.27,2619.02,58091.07,
8681.07,2617.61,58089.32,
8678.55,2614.2,58085.82,
8683.55,2620.13,58091.11,
8678.74,2611.78,58082.19,
8677.27,2611.04,58081.59,
8683.46,2618.15,58087.87,
8679.41,2612.59,58082.09,
8680.67,2614.79,58083.99,
8680.18,2613.92,58082.84,
8686.54,2620.79,58088.67,
8682.43,2613.83,58081.34,
8680.95,2612.77,58080.27,
8679.22,2614.79,58082.68,
8680.05,2614.33,58081.45,
8684.86,2619.61,58085.59,
8683.56,2616.49,58082.21,
8687.45,2621.77,58086.8,
8677.64,2610.23,58075.99,
8680.82,2613.39,58078.28,
8683.48,2617.79,58082.46,
8681.5,2613.68,58077.54,
8677.84,2611.98,58076.3,
8682.59,2616.56,58079.93,
8680.95,2615.42,58078.85,
8682.09,2617.25,58080.3,
8682.38,2615.09,58077.29,
8685.05,2618.1,58079.48,
8684.54,2621.35,58082.95,
8685.08,2620.05,58080.84,
8684.47,2621.47,58082.05,
8679.91,2615.96,58076.69,
8682.38,2617.72,58077.64,
8686.38,2621.95,58081.04,
8680.39,2614.61,58073.8,
8684.51,2620.52,58079.01,
8682.43,2618.77,58077,
8684.96,2622.09,58079.71,
8678.93,2615.68,58073.4,
8679.85,2616.77,58074.11,
8683.34,2619.27,58076,
8688.58,2627.72,58083.76,
8684.88,2624.4,58080.25,
8679.78,2616.68,58072.36,
8680.12,2617.24,58072.59,
8687.17,2626.16,58080.64,
8679.87,2618.95,58073.69,
8676.65,2615.37,58070.27,
8682.27,2621.3,58074.81,
8683.09,2622.89,58076.21,
8683.9,2624.99,58078.15,
8686.59,2626.89,58079.2,
8684.3,2624.23,58076.17,
8679.79,2619.25,58071.34,
8676.55,2616.57,58068.68,
8682.25,2622.58,58073.77,
8682.31,2621.97,58072.64,
8682.25,2623.57,58074.07,
8680.36,2622.77,58073.25,
8683.42,2625.31,58075.07,
8679.44,2620.9,58070.65,
8685.41,2629.11,58078.03,
8681.03,2625.33,58074.3,
8677.75,2619.28,58067.8,
8684.96,2627.51,58075.25,
8678.96,2622.57,58070.34,
8682.83,2626.86,58074.14,
8677.17,2621.7,58068.83,
8679.45,2621.97,58068.27,
8680.44,2623.13,58068.71,
8680.3,2623.98,58069.43,
8680.37,2624.58,58069.55,
8678.4,2622.58,58067.43,
8678.55,2622.05,58066.27,
8679.58,2624.14,58067.91,
8678.8,2624.03,58067.41,
8681.35,2628.89,58071.8,
8680.12,2625.7,58068.28,
8681.97,2629.19,58071.1,
8678.26,2624.04,58065.87,
8680.65,2628.19,58069.31,
8678.09,2625.23,58066.28,
8679.23,2626.02,58066.67,
8686.06,2634.51,58073.85,
8677.39,2624.84,58064.71,
8676.09,2622.83,58062.57,
8677.92,2624.89,58064.04,
8680.99,2629.25,58067.78,
8681.83,2630.14,58068.25,
8680.55,2630.76,58068.95,
8682.93,2632.95,58070.17,
8681.18,2630.79,58067.9,
8680.43,2630.32,58067.11,
8681.44,2632.75,58068.95,
8677.15,2627.23,58063.66,
8675.91,2627.47,58063.85,
8684.63,2635,58069.77,
8680.54,2632.56,58067.55,
8679.69,2631.88,58066.5,
8678.56,2630.37,58064.79,
8673.63,2624.06,58058.63,
8675.75,2625.43,58059.54,
8681.97,2633.38,58066.52,
8681.09,2633.1,58065.76,
8676.34,2628.06,58061.23,
8678.6,2630.69,58063.28,
8678.71,2629.42,58061.43,
8680.23,2633.32,58065.17,
8685.63,2637.12,58067.78,
